KeyCode,JPName,5桁銘柄コード,4桁銘柄Code
6033,株式会社エクストリーム,60330,6033
6034,ＭＲＴ株式会社,60340,6034
6035,株式会社アイ・アールジャパンホールディングス,60350,6035
6036,ＫｅｅＰｅｒ技研株式会社,60360,6036
6037,株式会社ファーストロジック,60370,6037
6038,株式会社イード,60380,6038
6039,株式会社日本動物高度医療センター,60390,6039
6040,日本スキー場開発株式会社,60400,6040
6042,株式会社ニッキ,60420,6042
6044,株式会社三機サービス,60440,6044
6045,株式会社レントラックス,60450,6045
6046,株式会社リンクバル,60460,6046
6047,株式会社Ｇｕｎｏｓｙ,60470,6047
6048,株式会社デザインワン・ジャパン,60480,6048
6049,株式会社イトクロ,60490,6049
6050,イー・ガーディアン株式会社,60500,6050
6054,株式会社リブセンス,60540,6054
6055,ジャパンマテリアル株式会社,60550,6055
6058,株式会社ベクトル,60580,6058
6059,株式会社ウチヤマホールディングス,60590,6059
6060,こころネット株式会社,60600,6060
6061,株式会社ユニバーサル園芸社,60610,6061
6062,株式会社チャーム・ケア・コーポレーション,60620,6062
6063,日本エマージェンシーアシスタンス株式会社,60630,6063
6064,株式会社アクトコール,60640,6064
6065,サクセスホールディングス株式会社,60650,6065
6067,株式会社メディアフラッグ,60670,6067
6069,トレンダーズ株式会社,60690,6069
6070,キャリアリンク株式会社,60700,6070
6071,株式会社ＩＢＪ,60710,6071
6072,地盤ネットホールディングス株式会社,60720,6072
6073,株式会社アサンテ,60730,6073
6074,株式会社ジェイエスエス,60740,6074
6077,株式会社Ｎ・フィールド,60770,6077
6078,株式会社バリューＨＲ,60780,6078
6079,株式会社エナリス,60790,6079
6080,Ｍ＆Ａキャピタルパートナーズ株式会社,60800,6080
6081,アライドアーキテクツ株式会社,60810,6081
6082,株式会社ライドオン・エクスプレス,60820,6082
6083,ＥＲＩホールディングス株式会社,60830,6083
6084,株式会社オウチーノ,60840,6084
6085,アーキテクツ・スタジオ・ジャパン株式会社,60850,6085
6086,シンプロメンテ株式会社,60860,6086
6087,株式会社アビスト,60870,6087
6088,株式会社シグマクシス,60880,6088
6089,株式会社ウィルグループ,60890,6089
6090,ヒューマン・メタボローム・テクノロジーズ株式会社,60900,6090
6092,株式会社エンバイオ・ホールディングス,60920,6092
6093,株式会社エスクロー・エージェント・ジャパン,60930,6093
6094,株式会社フリークアウト・ホールディングス,60940,6094
6095,メドピア株式会社,60950,6095
6096,株式会社レアジョブ,60960,6096
6097,日本ビューホテル株式会社,60970,6097
6098,株式会社リクルートホールディングス,60980,6098
6099,株式会社エラン,60990,6099
6101,株式会社ツガミ,61010,6101
6103,オークマ株式会社,61030,6103
6104,東芝機械株式会社,61040,6104
6111,旭精機工業株式会社,61110,6111
6112,株式会社　小島鐵工所,61120,6112
6113,株式会社アマダホールディングス,61130,6113
6118,アイダエンジニアリング株式会社,61180,6118
6121,株式会社滝澤鉄工所,61210,6121
6125,株式会社岡本工作機械製作所,61250,6125
6131,浜井産業株式会社,61310,6131
6134,富士機械製造株式会社,61340,6134
6135,株式会社　牧野フライス製作所,61350,6135
6136,オーエスジー株式会社,61360,6136
6137,小池酸素工業株式会社,61370,6137
6138,ダイジェット工業株式会社,61380,6138
6140,旭ダイヤモンド工業株式会社,61400,6140
6141,ＤＭＧ森精機株式会社,61410,6141
6142,富士精工株式会社,61420,6142
6143,株式会社ソディック,61430,6143
6144,西部電機株式会社,61440,6144
6145,日特エンジニアリング株式会社,61450,6145
6146,株式会社ディスコ,61460,6146
6147,株式会社ヤマザキ,61470,6147
6149,株式会社小田原エンジニアリング,61490,6149
6150,タケダ機械株式会社,61500,6150
6151,日東工器株式会社,61510,6151
6155,高松機械工業株式会社,61550,6155
6156,株式会社エーワン精密,61560,6156
6157,日進工具株式会社,61570,6157
6158,株式会社和井田製作所,61580,6158
6159,ミクロン精密株式会社,61590,6159
6161,株式会社エスティック,61610,6161
6163,株式会社エイチアンドエフ,61630,6163
6164,株式会社太陽工機,61640,6164
6165,パンチ工業株式会社,61650,6165
6166,株式会社中村超硬,61660,6166
6167,冨士ダイス株式会社,61670,6167
6171,株式会社土木管理総合試験所,61710,6171
6172,株式会社メタップス,61720,6172
6173,株式会社アクアライン,61730,6173
6176,株式会社ブランジスタ,61760,6176
6177,ＡｐｐＢａｎｋ株式会社,61770,6177
6178,日本郵政株式会社,61780,6178
6180,ＧＭＯメディア株式会社,61800,6180
6181,株式会社パートナーエージェント,61810,6181
6182,株式会社ロゼッタ,61820,6182
6183,株式会社ベルシステム２４ホールディングス,61830,6183
6184,株式会社鎌倉新書,61840,6184
6185,ソネット・メディア・ネットワークス株式会社,61850,6185
6186,株式会社一蔵,61860,6186
6187,株式会社ＬＩＴＡＬＩＣＯ,61870,6187
6188,富士ソフトサービスビューロ株式会社,61880,6188
6189,株式会社グローバルグループ,61890,6189
6190,株式会社フェニックスバイオ,61900,6190
6191,株式会社エボラブルアジア,61910,6191
6192,ハイアス・アンド・カンパニー株式会社,61920,6192
6193,バーチャレクス・コンサルティング株式会社,61930,6193
6194,株式会社アトラエ,61940,6194
6196,株式会社ストライク,61960,6196
6197,株式会社ソラスト,61970,6197
6198,株式会社キャリア,61980,6198
6199,株式会社セラク,61990,6199
6200,株式会社インソース,62000,6200
6201,株式会社豊田自動織機,62010,6201
6203,豊和工業株式会社,62030,6203
6205,ＯＫＫ株式会社,62050,6205
6208,株式会社石川製作所,62080,6208
6210,東洋機械金属株式会社,62100,6210
6217,津田駒工業株式会社,62170,6217
6218,エンシュウ株式会社,62180,6218
6222,株式会社島精機製作所,62220,6222
6236,ＮＣホールディングス株式会社,62360,6236
6237,株式会社イワキ,62370,6237
6238,フリュー株式会社,62380,6238
6240,ヤマシンフィルタ株式会社,62400,6240
6245,株式会社ヒラノテクシード,62450,6245
6246,株式会社テクノスマート,62460,6246
6247,株式会社日阪製作所,62470,6247
6248,株式会社横田製作所,62480,6248
6249,株式会社ゲームカード・ジョイコホールディングス,62490,6249
6250,株式会社やまびこ,62500,6250
6254,野村マイクロ・サイエンス株式会社,62540,6254
6255,株式会社エヌ・ピー・シー,62550,6255
6256,株式会社ニューフレアテクノロジー,62560,6256
6257,株式会社藤商事,62570,6257
6258,平田機工株式会社,62580,6258
6262,ペガサスミシン製造株式会社,62620,6262
6264,株式会社マルマエ,62640,6264
6265,株式会社妙徳,62650,6265
6266,タツモ株式会社,62660,6266
6267,ゼネラルパッカー株式会社,62670,6267
6268,ナブテスコ株式会社,62680,6268
6269,三井海洋開発株式会社,62690,6269
6271,株式会社ニッセイ,62710,6271
6272,レオン自動機株式会社,62720,6272
6273,ＳＭＣ株式会社,62730,6273
6274,株式会社新川,62740,6274
6276,ナビタス株式会社,62760,6276
6277,ホソカワミクロン株式会社,62770,6277
6278,ユニオンツール株式会社,62780,6278
6279,株式会社瑞光,62790,6279
6280,株式会社名機製作所,62800,6280
6281,株式会社前田製作所,62810,6281
6282,オイレス工業株式会社,62820,6282
6284,日精エー・エス・ビー機械株式会社,62840,6284
6286,靜甲株式会社,62860,6286
6287,サトーホールディングス株式会社,62870,6287
6289,株式会社技研製作所,62890,6289
6291,日本エアーテック株式会社,62910,6291
6292,株式会社カワタ,62920,6292
6293,日精樹脂工業株式会社,62930,6293
6294,オカダアイヨン株式会社,62940,6294
6295,富士変速機株式会社,62950,6295
6297,鉱研工業株式会社,62970,6297
6298,ワイエイシイ株式会社,62980,6298
6299,株式会社神鋼環境ソリューション,62990,6299
6300,アピックヤマダ株式会社,63000,6300
6301,株式会社小松製作所,63010,6301
6302,住友重機械工業株式会社,63020,6302
6303,株式会社ササクラ,63030,6303
6305,日立建機株式会社,63050,6305
6306,日工株式会社,63060,6306
6307,サンセイ株式会社,63070,6307
6309,巴工業株式会社,63090,6309
6310,井関農機株式会社,63100,6310
6312,フロイント産業株式会社,63120,6312
6314,株式会社石井工作研究所,63140,6314
6315,ＴＯＷＡ株式会社,63150,6315
6316,株式会社丸山製作所,63160,6316
6317,株式会社北川鉄工所,63170,6317
6319,株式会社シンニッタン,63190,6319
6322,株式会社タクミナ,63220,6322
6323,ローツェ株式会社,63230,6323
6324,株式会社ハーモニック・ドライブ・システムズ,63240,6324
6325,株式会社タカキタ,63250,6325
6326,株式会社　クボタ,63260,6326
6327,北川精機株式会社,63270,6327
6328,荏原実業株式会社,63280,6328
6330,東洋エンジニアリング株式会社,63300,6330
6331,三菱化工機株式会社,63310,6331
6332,月島機械株式会社,63320,6332
6333,株式会社帝国電機製作所,63330,6333
6334,明治機械株式会社,63340,6334
6335,株式会社東京機械製作所,63350,6335
6336,株式会社石井表記,63360,6336
6337,株式会社テセック,63370,6337
6338,株式会社タカトリ,63380,6338
6339,新東工業株式会社,63390,6339
6340,澁谷工業株式会社,63400,6340
6342,株式会社太平製作所,63420,6342
6343,フリージア・マクロス株式会社,63430,6343
6345,株式会社アイチコーポレーション,63450,6345
6346,キクカワエンタープライズ株式会社,63460,6346
6347,株式会社プラコー,63470,6347
6349,株式会社小森コーポレーション,63490,6349
6351,株式会社鶴見製作所,63510,6351
6355,住友精密工業株式会社,63550,6355
6356,日本ギア工業株式会社,63560,6356
6357,三精テクノロジーズ株式会社,63570,6357
6358,酒井重工業株式会社,63580,6358
6360,株式会社　東京自働機械製作所,63600,6360
6361,株式会社荏原製作所,63610,6361
6362,株式会社石井鐵工所,63620,6362
6363,株式会社酉島製作所,63630,6363
6364,北越工業株式会社,63640,6364
6365,株式会社電業社機械製作所,63650,6365
6366,千代田化工建設株式会社,63660,6366
6367,ダイキン工業株式会社,63670,6367
6368,オルガノ株式会社,63680,6368
6369,トーヨーカネツ株式会社,63690,6369
6370,栗田工業株式会社,63700,6370
6371,株式会社椿本チエイン,63710,6371
6373,大同工業株式会社,63730,6373
6376,日機装株式会社,63760,6376
6378,木村化工機株式会社,63780,6378
6379,新興プランテック株式会社,63790,6379
6380,オリエンタルチエン工業株式会社,63800,6380
6381,アネスト岩田株式会社,63810,6381
6382,トリニティ工業株式会社,63820,6382
6383,株式会社ダイフク,63830,6383
6384,株式会社昭和真空,63840,6384
6387,サムコ　株式会社,63870,6387
6390,株式会社加藤製作所,63900,6390
6391,株式会社加地テック,63910,6391
6392,株式会社　ヤマダコーポレーション,63920,6392
6393,油研工業株式会社,63930,6393
6395,株式会社タダノ,63950,6395
6396,株式会社宇野澤組鐵工所,63960,6396
6397,株式会社郷鉄工所,63970,6397
6400,不二精機株式会社,64000,6400
6402,兼松エンジニアリング株式会社,64020,6402
6403,水道機工株式会社,64030,6403
6405,鈴茂器工株式会社,64050,6405
6406,フジテック株式会社,64060,6406
6407,ＣＫＤ株式会社,64070,6407
6408,小倉クラッチ株式会社,64080,6408
6409,株式会社キトー,64090,6409
6411,中野冷機株式会社,64110,6411
6412,株式会社平和,64120,6412
6413,理想科学工業株式会社,64130,6413
6414,川重冷熱工業株式会社,64140,6414
6416,桂川電機株式会社,64160,6416
6417,株式会社三共,64170,6417
6418,日本金銭機械株式会社,64180,6418
6419,株式会社マースエンジニアリング,64190,6419
6420,福島工業株式会社,64200,6420
6424,株式会社高見沢サイバネティックス,64240,6424
6425,株式会社ユニバーサルエンターテインメント,64250,6425
6428,株式会社オーイズミ,64280,6428
6430,ダイコク電機株式会社,64300,6430
6432,株式会社竹内製作所,64320,6432
6433,ヒーハイスト精工株式会社,64330,6433
6436,アマノ株式会社,64360,6436
6439,中日本鋳工株式会社,64390,6439
6440,ＪＵＫＩ株式会社,64400,6440
6444,サンデンホールディングス株式会社,64440,6444
6445,蛇の目ミシン工業株式会社,64450,6445
6448,ブラザー工業株式会社,64480,6448
6454,マックス株式会社,64540,6454
6455,株式会社モリタホールディングス,64550,6455
6457,グローリー株式会社,64570,6457
6458,新晃工業株式会社,64580,6458
6459,大和冷機工業株式会社,64590,6459
6460,セガサミーホールディングス株式会社,64600,6460
6461,日本ピストンリング株式会社,64610,6461
6462,株式会社リケン,64620,6462
6463,ＴＰＲ株式会社,64630,6463
6465,ホシザキ株式会社,64650,6465
6466,東亜バルブエンジニアリング株式会社,64660,6466
6467,株式会社ニチダイ,64670,6467
6469,株式会社　放電精密加工研究所,64690,6469
6470,大豊工業株式会社,64700,6470
6471,日本精工株式会社,64710,6471
6472,ＮＴＮ株式会社,64720,6472
6473,株式会社ジェイテクト,64730,6473
6474,株式会社不二越,64740,6474
6476,株式会社富士テクニカ宮津,64760,6476
6478,ダイベア株式会社,64780,6478
6479,ミネベアミツミ株式会社,64790,6479
6480,日本トムソン株式会社,64800,6480
6481,ＴＨＫ株式会社,64810,6481
6482,株式会社ユーシン精機,64820,6482
6484,株式会社ケーブイケー　（商号　株式会社　ＫＶＫ）,64840,6484
6485,前澤給装工業株式会社,64850,6485
6486,イーグル工業株式会社,64860,6486
6488,株式会社ヨシタケ,64880,6488
6489,前澤工業株式会社,64890,6489
6490,日本ピラー工業株式会社,64900,6490
6492,岡野バルブ製造株式会社,64920,6492
6493,日鍛バルブ株式会社,64930,6493
6494,株式会社ＮＦＫホールディングス,64940,6494
6495,株式会社宮入バルブ製作所,64950,6495
6496,株式会社中北製作所,64960,6496
6497,株式会社ハマイ,64970,6497
6498,株式会社キッツ,64980,6498
6501,株式会社日立製作所,65010,6501
6502,株式会社　東芝,65020,6502
6503,三菱電機株式会社,65030,6503
6504,富士電機株式会社,65040,6504
6505,東洋電機製造株式会社,65050,6505
6506,株式会社安川電機,65060,6506
6507,シンフォニアテクノロジー株式会社,65070,6507
6508,株式会社明電舎,65080,6508
6513,オリジン電気株式会社,65130,6513
6516,山洋電気株式会社,65160,6516
6517,デンヨー株式会社,65170,6517
6518,三相電機株式会社,65180,6518
6531,リファインバース株式会社,65310,6531
6532,株式会社ベイカレント・コンサルティング,65320,6532
6533,株式会社デジタルアイデンティティ,65330,6533
6534,Ｄ．Ａ．コンソーシアムホールディングス株式会社,65340,6534
6535,株式会社アイモバイル,65350,6535
6537,ＷＡＳＨハウス株式会社,65370,6537
6538,株式会社キャリアインデックス,65380,6538
6539,株式会社ＭＳ－Ｊａｐａｎ,65390,6539
6540,株式会社船場,65400,6540
6541,グレイステクノロジー株式会社,65410,6541
6543,株式会社日宣,65430,6543
6581,日立工機株式会社,65810,6581
6584,三櫻工業株式会社,65840,6584
6586,株式会社マキタ,65860,6586
6588,東芝テック株式会社,65880,6588
6590,芝浦メカトロニクス株式会社,65900,6590
6591,西芝電機株式会社,65910,6591
6592,マブチモーター株式会社,65920,6592
6593,ローヤル電機株式会社,65930,6593
6594,日本電産株式会社,65940,6594
6615,ユー・エム・シー・エレクトロニクス株式会社,66150,6615
6616,トレックス・セミコンダクター株式会社,66160,6616
6617,株式会社東光高岳,66170,6617
6618,株式会社大泉製作所,66180,6618
6619,ダブル・スコープ株式会社,66190,6619
6620,宮越ホールディングス株式会社,66200,6620
6622,株式会社ダイヘン,66220,6622
6623,愛知電機株式会社,66230,6623
6624,田淵電機株式会社,66240,6624
6625,ＪＡＬＣＯホールディングス株式会社,66250,6625
6626,ＳＥＭＩＴＥＣ株式会社,66260,6626
6627,株式会社テラプローブ,66270,6627
6628,オンキヨー株式会社,66280,6628
6629,テクノホライゾン・ホールディングス株式会社,66290,6629
6630,ヤーマン株式会社,66300,6630
6632,株式会社ＪＶＣケンウッド,66320,6632
6633,株式会社Ｃ＆Ｇシステムズ,66330,6633
6634,株式会社ネクスグループ,66340,6634
6635,株式会社大日光・エンジニアリング,66350,6635
6636,株式会社ソルガム・ジャパン・ホールディングス,66360,6636
6637,寺崎電気産業株式会社,66370,6637
6638,株式会社ミマキエンジニアリング,66380,6638
6639,株式会社コンテック,66390,6639
6640,第一精工株式会社,66400,6640
6641,日新電機株式会社,66410,6641
6643,株式会社戸上電機製作所,66430,6643
6644,大崎電気工業株式会社,66440,6644
6645,オムロン株式会社,66450,6645
6647,森尾電機株式会社,66470,6647
6648,株式会社かわでん,66480,6648
6651,日東工業株式会社,66510,6651
6652,ＩＤＥＣ株式会社,66520,6652
6653,株式会社正興電機製作所,66530,6653
6654,不二電機工業株式会社,66540,6654
6655,東洋電機株式会社,66550,6655
6656,インスペック株式会社,66560,6656
6658,シライ電子工業株式会社,66580,6658
6659,株式会社メディアグローバルリンクス,66590,6659
6661,オプテックス・エフエー株式会社,66610,6661
6662,株式会社ユビテック,66620,6662
6663,太洋工業株式会社,66630,6663
6664,株式会社オプトエレクトロニクス,66640,6664
6666,リバーエレテック株式会社,66660,6666
6668,株式会社アドテックプラズマテクノロジー,66680,6668
6669,シーシーエス株式会社,66690,6669
6670,株式会社ＭＣＪ,66700,6670
6674,株式会社　ジーエス・ユアサ　コーポレーション,66740,6674
6675,サクサホールディングス株式会社,66750,6675
6676,株式会社メルコホールディングス,66760,6676
6677,株式会社エスケーエレクトロニクス,66770,6677
6678,株式会社テクノメディカ,66780,6678
6701,日本電気株式会社,67010,6701
6702,富士通株式会社,67020,6702
6703,沖電気工業株式会社,67030,6703
6704,岩崎通信機株式会社,67040,6704
6706,電気興業株式会社,67060,6706
6707,サンケン電気株式会社,67070,6707
6709,明星電気株式会社,67090,6709
6715,株式会社ナカヨ,67150,6715
6716,テクニカル電子株式会社,67160,6716
6718,アイホン株式会社,67180,6718
6719,富士通コンポーネント株式会社,67190,6719
6721,ウインテスト株式会社,67210,6721
6722,株式会社エイアンドティー,67220,6722
6723,ルネサスエレクトロニクス株式会社,67230,6723
6724,セイコーエプソン株式会社,67240,6724
6727,株式会社ワコム,67270,6727
6728,株式会社　アルバック,67280,6728
6730,株式会社アクセル,67300,6730
6731,株式会社ピクセラ,67310,6731
6734,株式会社ニューテック,67340,6734
6736,サン電子株式会社,67360,6736
6737,ＥＩＺＯ株式会社,67370,6737
6740,株式会社ジャパンディスプレイ,67400,6740
6741,日本信号株式会社,67410,6741
6742,株式会社京三製作所,67420,6742
6743,大同信号株式会社,67430,6743
6744,能美防災株式会社,67440,6744
6745,ホーチキ株式会社,67450,6745
6747,ＫＩホールディングス株式会社,67470,6747
6748,星和電機株式会社,67480,6748
6750,エレコム株式会社,67500,6750
6751,日本無線株式会社,67510,6751
6752,パナソニック株式会社,67520,6752
6753,シャープ株式会社,67530,6753
6754,アンリツ株式会社,67540,6754
6755,株式会社富士通ゼネラル,67550,6755
6756,株式会社日立国際電気,67560,6756
6757,株式会社ＯＳＧコーポレーション,67570,6757
6758,ソニー株式会社,67580,6758
6762,ＴＤＫ株式会社,67620,6762
6763,帝国通信工業株式会社,67630,6763
6768,株式会社タムラ製作所,67680,6768
6769,ザインエレクトロニクス株式会社,67690,6769
6770,アルプス電気株式会社,67700,6770
6771,池上通信機株式会社,67710,6771
6772,東京コスモス電機株式会社,67720,6772
6773,パイオニア株式会社,67730,6773
6775,株式会社ＴＢグループ,67750,6775
6776,天昇電気工業株式会社,67760,6776
6777,サンテック株式会社,67770,6777
6778,株式会社アルチザネットワークス,67780,6778
6779,日本電波工業株式会社,67790,6779
6785,株式会社鈴木,67850,6785
6786,株式会社ＲＶＨ,67860,6786
6787,株式会社メイコー,67870,6787
6788,株式会社日本トリム,67880,6788
6789,ローランド　ディー．ジー．株式会社,67890,6789
6791,日本コロムビア株式会社,67910,6791
6794,フォスター電機株式会社,67940,6794
6796,クラリオン株式会社,67960,6796
6797,名古屋電機工業株式会社,67970,6797
6798,ＳＭＫ株式会社,67980,6798
6800,株式会社ヨコオ,68000,6800
6803,ティアック株式会社,68030,6803
6804,ホシデン株式会社,68040,6804
6806,ヒロセ電機株式会社,68060,6806
6807,日本航空電子工業株式会社,68070,6807
6809,ＴＯＡ株式会社,68090,6809
6810,日立マクセル株式会社,68100,6810
6814,古野電気株式会社,68140,6814
6815,ユニデンホールディングス株式会社,68150,6815
6816,アルパイン株式会社,68160,6816
6817,スミダコーポレーション株式会社,68170,6817
6819,伊豆シャボテンリゾート株式会社,68190,6819
6820,アイコム株式会社,68200,6820
6822,大井電気株式会社,68220,6822
6823,リオン株式会社,68230,6823
6824,新コスモス電機株式会社,68240,6824
6826,本多通信工業株式会社,68260,6826
6832,アオイ電子株式会社,68320,6832
6834,株式会社　精工技研,68340,6834
6835,アライドテレシスホールディングス株式会社,68350,6835
6836,ぷらっとホーム株式会社,68360,6836
6837,株式会社京写,68370,6837
6838,株式会社多摩川ホールディングス,68380,6838
6839,船井電機株式会社,68390,6839
6840,株式会社ＡＫＩＢＡホールディングス,68400,6840
6841,横河電機株式会社,68410,6841
6844,新電元工業株式会社,68440,6844
6845,アズビル株式会社,68450,6845
6846,株式会社中央製作所,68460,6846
6848,東亜ディーケーケー株式会社,68480,6848
6849,日本光電工業株式会社,68490,6849
6850,株式会社チノー,68500,6850
6852,株式会社テクノ・セブン,68520,6852
6853,株式会社共和電業,68530,6853
6855,日本電子材料株式会社,68550,6855
6856,株式会社堀場製作所,68560,6856
6857,株式会社アドバンテスト,68570,6857
6858,株式会社小野測器,68580,6858
6859,エスペック株式会社,68590,6859
6860,パナソニック　デバイスＳＵＮＸ株式会社,68600,6860
6861,株式会社キーエンス,68610,6861
6862,ミナトホールディングス株式会社,68620,6862
6863,株式会社ニレコ,68630,6863
6864,株式会社エヌエフ回路設計ブロック,68640,6864
6866,日置電機株式会社,68660,6866
6867,リーダー電子株式会社,68670,6867
6869,シスメックス株式会社,68690,6869
6870,日本フェンオール株式会社,68700,6870
6871,株式会社日本マイクロニクス,68710,6871
6874,協立電機株式会社,68740,6874
6875,株式会社メガチップス,68750,6875
6877,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,68770,6877
6879,株式会社イマジカ・ロボット　ホールディングス,68790,6879
6881,株式会社キョウデン,68810,6881
6882,株式会社三社電機製作所,68820,6882
6888,アクモス株式会社,68880,6888
6889,オーデリック株式会社,68890,6889
6890,株式会社フェローテック,68900,6890
6894,パルステック工業株式会社,68940,6894
6895,ダイヤモンド電機株式会社,68950,6895
6896,北川工業株式会社,68960,6896
6897,ツインバード工業株式会社,68970,6897
6898,トミタ電機株式会社,68980,6898
6899,ＡＳＴＩ株式会社,68990,6899
6901,澤藤電機株式会社,69010,6901
6902,株式会社デンソー,69020,6902
6904,原田工業株式会社,69040,6904
6905,コーセル株式会社,69050,6905
6907,ジオマテック株式会社,69070,6907
6908,イリソ電子工業株式会社,69080,6908
6911,新日本無線株式会社,69110,6911
6912,菊水電子工業株式会社,69120,6912
6914,オプテックスグループ株式会社,69140,6914
6915,千代田インテグレ株式会社,69150,6915
6916,株式会社アイ・オー・データ機器,69160,6916
6918,株式会社アバールデータ,69180,6918
6919,ケル株式会社,69190,6919
6920,レーザーテック株式会社,69200,6920
6923,スタンレー電気株式会社,69230,6923
6924,岩崎電気株式会社,69240,6924
6925,ウシオ電機株式会社,69250,6925
6926,岡谷電機産業株式会社,69260,6926
6927,ヘリオス　テクノ　ホールディング株式会社,69270,6927
6928,株式会社エノモト,69280,6928
6929,日本セラミック株式会社,69290,6929
6930,日本アンテナ株式会社,69300,6930
6932,株式会社遠藤照明,69320,6932
6935,株式会社日本デジタル研究所,69350,6935
6937,古河電池株式会社,69370,6937
6938,双信電機株式会社,69380,6938
6941,山一電機株式会社,69410,6941
6942,株式会社ソフィアホールディングス,69420,6942
6943,ＮＫＫスイッチズ株式会社,69430,6943
6944,株式会社アイレックス,69440,6944
6945,富士通フロンテック株式会社,69450,6945
6946,日本アビオニクス株式会社,69460,6946
6947,株式会社図研,69470,6947
6951,日本電子株式会社,69510,6951
6952,カシオ計算機株式会社,69520,6952
6954,ファナック株式会社,69540,6954
6955,ＦＤＫ株式会社,69550,6955
6957,株式会社芝浦電子,69570,6957
6958,日本シイエムケイ株式会社,69580,6958
6960,フクダ電子株式会社,69600,6960
6961,株式会社エンプラス,69610,6961
6962,株式会社大真空,69620,6962
6963,ローム株式会社,69630,6963
6964,株式会社サンコー,69640,6964
6965,浜松ホトニクス株式会社,69650,6965
6966,株式会社三井ハイテック,69660,6966
6967,新光電気工業株式会社,69670,6967
6969,松尾電機株式会社,69690,6969
6971,京セラ株式会社,69710,6971
6972,エルナー株式会社,69720,6972
6973,協栄産業株式会社,69730,6973
6976,太陽誘電株式会社,69760,6976
6977,株式会社日本抵抗器製作所,69770,6977
6981,株式会社村田製作所,69810,6981
6982,株式会社リード,69820,6982
6985,株式会社ユーシン,69850,6985
6986,双葉電子工業株式会社,69860,6986
6988,日東電工株式会社,69880,6988
6989,北陸電気工業株式会社,69890,6989
6992,国産電機株式会社,69920,6992
6993,大黒屋ホールディングス株式会社,69930,6993
6994,株式会社指月電機製作所,69940,6994
6995,株式会社東海理化電機製作所,69950,6995
6996,ニチコン株式会社,69960,6996
6997,日本ケミコン株式会社,69970,6997
6998,日本タングステン株式会社,69980,6998
6999,ＫＯＡ株式会社,69990,6999
7003,三井造船株式会社,70030,7003
7004,日立造船株式会社,70040,7004
7011,三菱重工業株式会社,70110,7011
7012,川崎重工業株式会社,70120,7012
7013,株式会社ＩＨＩ,70130,7013
7014,株式会社名村造船所,70140,7014
7018,内海造船株式会社,70180,7018
7021,株式会社ニッチツ,70210,7021
7022,サノヤスホールディングス株式会社,70220,7022
7102,日本車輌製造株式会社,71020,7102
7105,ニチユ三菱フォークリフト株式会社,71050,7105
7122,近畿車輛株式会社,71220,7122
7148,株式会社ＦＰＧ,71480,7148
7150,株式会社島根銀行,71500,7150
7157,ライフネット生命保険株式会社,71570,7157
7161,株式会社じもとホールディングス,71610,7161
7162,アストマックス株式会社,71620,7162
7164,全国保証株式会社,71640,7164
7167,株式会社めぶきフィナンシャルグループ,71670,7167
7169,株式会社ニュートン・フィナンシャル・コンサルティング,71690,7169
7172,株式会社ジャパンインベストメントアドバイザー,71720,7172
7173,株式会社東京ＴＹフィナンシャルグループ,71730,7173
7175,今村証券株式会社,71750,7175
7177,ＧＭＯクリックホールディングス株式会社,71770,7177
7180,株式会社九州フィナンシャルグループ,71800,7180
7181,株式会社かんぽ生命保険,71810,7181
7182,株式会社ゆうちょ銀行,71820,7182
7183,あんしん保証株式会社,71830,7183
7184,株式会社　富山第一銀行,71840,7184
7185,ヒロセ通商株式会社,71850,7185
7186,株式会社コンコルディア・フィナンシャルグループ,71860,7186
7187,ジェイリース株式会社,71870,7187
7190,株式会社マーキュリアインベストメント,71900,7190
7191,株式会社イントラスト,71910,7191
7192,日本モーゲージサービス株式会社,71920,7192
7201,日産自動車株式会社,72010,7201
7202,いすゞ自動車株式会社,72020,7202
7203,トヨタ自動車株式会社,72030,7203
7205,日野自動車株式会社,72050,7205
7208,株式会社カネミツ,72080,7208
7211,三菱自動車工業株式会社,72110,7211
7212,株式会社エフテック,72120,7212
7213,レシップホールディングス株式会社,72130,7213
7214,ＧＭＢ株式会社,72140,7214
7215,株式会社ファルテック,72150,7215
7217,株式会社テイン,72170,7217
7218,田中精密工業株式会社,72180,7218
7219,株式会社エッチ・ケー・エス,72190,7219
7220,武蔵精密工業株式会社,72200,7220
7222,日産車体株式会社,72220,7222
7224,新明和工業株式会社,72240,7224
7226,極東開発工業株式会社,72260,7226
7227,アスカ株式会社,72270,7227
7228,株式会社デイトナ,72280,7228
7229,株式会社ユタカ技研,72290,7229
7230,日信工業株式会社,72300,7230
7231,トピー工業株式会社,72310,7231
7235,東京ラヂエーター製造株式会社,72350,7235
7236,株式会社ティラド,72360,7236
7238,曙ブレーキ工業株式会社,72380,7238
7239,株式会社タチエス,72390,7239
7240,ＮＯＫ株式会社,72400,7240
7241,フタバ産業株式会社,72410,7241
7242,ＫＹＢ株式会社,72420,7242
7244,市光工業株式会社,72440,7244
7245,大同メタル工業株式会社,72450,7245
7246,プレス工業株式会社,72460,7246
7247,株式会社ミクニ,72470,7247
7248,カルソニックカンセイ株式会社,72480,7248
7249,尾張精機株式会社,72490,7249
7250,太平洋工業株式会社,72500,7250
7251,株式会社　ケーヒン,72510,7251
7254,株式会社ユニバンス,72540,7254
